Tree,Fcln,Mcln
885205,.,.
306049,885205,268350
306050,887806,268005
306051,885001,268323
306052,887734,268341
306053,887806,268005
306054,883004,870567
306055,887801,268531
887710,.,.
306056,268545,887710
306057,885124,887785
306058,885003,268350
306059,887806,268005
306060,887806,268041
887863,.,.
306061,885079,887863
306062,885094,888534
306063,885094,888534
306064,268429,883004
885382,.,.
306065,885382,268228
306066,885324,888534
880671,268194,.
306067,880671,887795
306068,885001,268323
306069,883004,870567
887793,850395,.
306070,887793,888532
306071,885003,268350
306072,268429,883004
306073,883058,870613
306074,885324,887855
306075,880732,887795
306076,885001,268323
306077,885220,887855
306078,885094,888560
306079,268363,887912
306080,885205,268350
306081,885382,268228
306082,268545,887710
306083,883071,870529
306084,885324,887855
306085,883071,870529
306086,885001,268054
306087,268556,880733
306088,885441,268228
306089,268093,268228
306090,268317,268405
306091,885113,268350
306092,885094,888560
306093,885429,880733
306094,885003,268350
306095,887806,268062
306096,268093,268065
306097,885003,268054
306098,885001,268323
306099,268556,268405
306100,887793,888532
306101,885132,268405
306102,887806,268005
306103,885094,888560
306104,887734,268531
306105,885373,268228
306106,885001,268054
306107,880732,268136
306108,268317,268405
306109,885324,888560
306110,885373,268065
306111,885324,888560
306112,887806,268062
306113,880732,268136
885153,.,.
306114,885153,883022
306115,885153,883022
306116,880671,887795
306117,885220,887855
306118,885220,887855
306119,268317,268405
306120,885220,888534
306121,885324,888534
306122,883058,870613
306123,850225,883022
306124,880732,887795
306125,268317,268405
306126,885373,268262
306127,885382,268228
306128,885094,888560
306129,885079,887769
306130,885373,268262
306131,887841,268005
306132,887734,268341
306133,885079,887769
306134,883064,870568
306135,885441,268228
306136,887806,268041
306137,268545,887710
306138,883025,883058
306139,887801,268531
306140,850225,883022
306141,268317,268405
306142,887806,268041
306143,268345,268350
306144,885079,887863
306145,883025,883058
306146,885113,268350
306147,885113,268350
306148,885001,268054
887825,.,.
306149,885306,887825
306150,850225,883022
306151,883021,870613
306152,885001,268543
306153,268556,268228
306154,885220,888560
306155,880671,887795
306156,268093,268065
306157,885306,887825
306158,885441,268228
306159,887806,268041
306160,885113,268350
306161,268556,880733
306162,887734,268341
306163,268545,887710
306164,887801,268531
306165,268556,880638
306166,885113,268350
306167,883058,870613
306168,887801,268531
306169,885373,268228
306170,268062,887912
306171,885113,268350
306172,887734,268531
306173,883004,870567
306174,885220,888560
306175,885003,268054
306176,885205,268350
306177,883004,870567
306178,880732,268136
306179,885324,888534
306180,887769,888532
306181,887841,268005
306182,268556,880638
306183,885001,268323
306184,885429,887785
306185,268062,887912
306186,885153,883022
306187,268429,883022
306188,887806,268041
306189,268093,268228
306190,883025,883058
306191,268429,883004
883005,870613,.
306192,883005,870529
306193,887806,268005
306194,887734,268531
306195,885220,888560
306196,885324,888560
306197,883004,870567
306198,885001,268054
306199,268545,887710
306200,268556,268405
306201,850225,883022
887735,.,.
306202,887735,887795
306203,887769,888532
306204,880732,887795
306205,880732,268136
306206,268556,880733
306207,880732,887795
306208,885094,888560
306209,885324,888560
306210,883021,870613
306211,268093,268228
306212,885001,268543
306213,885094,888534
306214,885003,268054
306215,880671,887795
306216,850225,883022
306217,883005,870529
306218,883058,870613
306219,885429,887785
306220,885205,268350
306221,268556,880733
306222,883025,883058
306223,885132,268405
306224,268556,880638
306225,883021,870613
306226,268062,887912
306227,268429,883022
306228,887841,268005
306229,885001,268323
306230,885132,268405
306231,885153,883022
306232,885429,880733
306233,268531,887915
306234,885001,268543
306235,887806,268041
306236,268093,268228
306237,268556,268228
306238,885153,883022
306239,885373,268065
306240,885153,883022
306241,850225,883022
306242,885382,268228
306243,887793,888532
306244,885124,887785
306245,885001,268054
306246,885220,888534
306247,268545,887710
306248,885001,268054
306249,885429,887826
306250,885373,268228
306251,885153,883022
306252,885441,268228
306253,885220,887855
306254,268317,268405
306255,887841,268005
306256,885132,268405
306257,885124,887785
306258,885373,268228
306259,885094,888534
306260,268315,887773
306261,887734,268531
306262,885205,268350
306263,268429,883022
306264,268556,268405
306265,880671,887795
306266,850225,883022
306267,268556,268405
306268,880732,887795
306269,885373,268065
306270,885220,888534
306271,268315,887773
306272,885324,887855
306273,883021,870613
306274,268429,883004
306275,268315,887773
306276,885079,887769
306277,885324,888534
306278,268556,268405
306279,268062,887912
306280,883064,870568
306281,887734,268531
306282,268531,887915
306283,887806,268062
306284,885306,887825
306285,268531,887915
306286,885382,268228
306287,268315,887773
306289,885079,887769
306290,885220,888560
306291,887806,268005
306292,268093,268065
306293,268556,268405
306294,887735,887795
306295,268429,883022
306296,268531,887915
306297,883071,870529
306298,885001,268323
306299,885373,268228
306300,885373,268065
306301,885153,883022
306302,887841,268005
306303,268556,880733
306304,885441,268228
306305,887806,268062
306306,880732,268136
306307,883021,870613
306308,885220,888534
306309,268093,268228
306310,885306,887825
306311,883071,870529
306312,268556,880638
306313,268062,887912
306314,883005,870529
306315,885113,268350
306316,885373,268262
306317,887801,268531
306318,268317,268405
306319,850225,883022
306320,885132,268405
306321,887735,887795
306322,887735,887795
306323,268556,880638
306324,887735,887795
306326,885324,887855
306327,887734,268341
306328,883004,870567
306329,885124,887785
306330,885220,887855
306331,880732,887795
306332,885429,887826
306333,887793,888532
306334,883005,870529
306336,885220,888534
306337,887734,268531
306338,887841,268005
306339,268093,268228
306340,880732,887795
306341,885003,268350
306342,887806,268005
306343,880671,887795
306344,885079,887863
306346,883005,870529
306347,885220,888534
306348,268093,268065
306349,885306,887825
306350,268429,883004
306351,885094,888560
306352,885079,887863
306353,885324,888534
306354,885324,888534
306355,268556,880638
306356,880732,268136
306357,885001,268543
306358,885382,268228
306359,880732,268136
306360,887769,888532
306361,885220,888534
306362,885079,887863
306363,885132,268405
306364,885094,888534
306365,885220,887855
306366,885324,887855
306367,268556,268228
306368,887806,268062
306369,883071,870529
306370,887793,888532
306371,268556,880733
306372,268429,883022
306373,887801,268531
306374,268531,887915
306375,268315,887773
306376,268531,887915
306377,885373,268262
306378,885094,888560
306379,887734,268341
306380,880671,887795
306381,885124,887785
306382,885001,268543
306383,885132,268405
306384,883058,870613
306385,883025,883058
306386,887734,268531
306387,887769,888532
306388,885001,268323
306389,880732,887795
306390,885441,268228
306391,885441,268228
306392,887793,888532
306393,885001,268543
306394,885001,268054
306395,883005,870529
306396,268429,883004
306397,268315,887773
306398,268556,268405
306399,268556,880638
306400,268062,887912
306401,885373,268065
306402,268556,268405
306403,885324,888560
306404,887806,268005
306405,885324,888560
306406,885429,887785
306407,885373,268065
306408,885429,887826
306409,883058,870613
306410,887735,887795
306411,885429,880733
306412,885205,268350
306413,887735,887795
306414,883005,870529
306415,885132,268405
306416,268062,887912
306417,885373,268065
306418,885324,888534
306419,885324,888560
306420,885001,268323
306421,885373,268262
306422,885324,888560
306423,885382,268228
306424,883064,870568
306425,268315,887773
306426,883005,870529
306428,883071,870529
306429,850225,883022
306430,885429,887826
306431,885429,880733
306432,885079,887863
306433,880732,268136
306434,883021,870613
306435,268556,268405
306436,885373,268228
306437,883064,870568
306438,885205,268350
306439,885324,887855
306440,885220,888534
306441,887769,888532
306442,268531,887915
306443,885324,887855
306444,885373,268228
306445,885373,268262
306446,885001,268054
306447,885094,888534
306448,885324,887855
306449,268093,268065
306450,268429,883004
306451,883005,870529
306452,268429,883004
306453,885324,888534
306454,885079,887769
306455,268093,268228
306456,268545,887710
306457,885094,888534
306458,887769,888532
306459,885113,268350
306460,885324,888534
306461,887734,268341
306462,885220,888560
306463,268093,268065
306464,268062,887912
306465,268556,880733
306466,885429,887826
306467,268429,883004
306468,883025,883058
306469,883064,870568
306470,887806,268041
306471,268429,883022
306472,885429,887785
306473,885324,888560
306474,887801,268531
306475,268556,880638
306476,887806,268062
306477,885001,268543
306478,885079,887863
306479,887806,268041
306480,883004,870567
306481,885429,887826
306482,885220,887855
306483,887769,888532
306484,887735,887795
306485,885003,268350
306486,885113,268350
306487,885306,887825
306488,885094,888560
306489,885003,268054
306490,885079,887863
306491,268545,887710
306492,887793,888532
306493,883064,870568
306494,268429,883022
306495,268556,880733
880625,268192,.
880629,268394,.
880631,268091,.
880605,268047,.
880616,268315,.
880630,268107,.
880624,268162,.
880633,268114,.
880622,268194,.
880608,268402,.
880632,268093,.
880626,268170,.
880614,268274,.
880611,268291,.
880623,268169,.
880607,268424,.
880619,268566,.
880604,268041,.
880628,268266,.
880610,268460,.
880602,268514,.
880601,268201,.
880615,268345,.
880668,268480,.
880670,268173,.
880659,268515,.
880641,268002,.
880653,268058,.
880666,268485,.
880654,268054,.
880646,268118,.
880661,268371,.
880643,268093,.
880644,268123,.
880658,268109,.
880027,268350,.
880649,268547,.
880672,268192,.
880650,268262,.
880665,268455,.
880667,268477,.
880640,268014,.
880669,268162,.
880642,268323,.
880645,.,.
880657,268065,.
880639,268149,.
880687,268248,.
880685,268228,.
880703,268514,.
880701,268377,.
880704,268503,.
880683,268222,.
880686,268254,.
880681,268208,.
880699,268426,.
880702,268396,.
880684,268201,.
880676,268609,.
880689,268091,.
880706,268117,.
880700,268429,.
880680,268573,.
880677,268579,.
880690,268090,.
880707,268460,.
880705,268495,.
880696,268180,.
880697,268288,.
880695,268024,.
880693,268071,.
880698,268287,.
880083,268395,.
880682,268229,.
880708,268455,.
880688,268249,.
880709,268459,.
880743,268363,.
880748,268080,.
880714,268065,.
880636,268593,.
880710,268452,.
880673,268566,.
880745,268003,.
880713,268347,.
880735,268371,.
880716,268109,.
880742,268386,.
880734,268363,.
880727,268429,.
880715,268357,.
880741,268532,.
880721,268494,.
880712,268317,.
880736,268308,.
880747,268090,.
880635,268123,.
880738,268287,.
880744,268083,.
880737,268280,.
880711,268341,.
880755,268249,.
880758,268270,.
880772,268609,.
880760,268215,.
880762,268131,.
880759,268228,.
880783,268493,.
880788,268136,.
880767,268003,.
880786,268424,.
880664,268604,.
880774,268589,.
880780,268061,.
880787,268148,.
880764,268142,.
880779,268197,.
880751,268428,.
880777,268169,.
880781,268539,.
880674,268545,.
880784,268499,.
880766,268014,.
880618,268539,.
880603,268522,.
880620,268533,.
880613,268317,.
880621,268530,.
880627,268254,.
880609,268428,.
880617,268327,.
880634,268117,.
880648,268545,.
880652,268041,.
880679,268632,.
880731,268255,.
880637,268578,.
880756,268262,.
880782,268494,.
880663,268304,.
880757,268248,.
880720,268112,.
313001,2004020,2003098
313002,2004020,2003098
313003,2004020,2003098
313004,2004020,.
313005,2004020,2003098
313006,2004020,2003098
313007,2004020,.
313008,2004020,2004042
313009,2004020,.
313010,2004020,2003098
313011,2004020,2003098
313012,2004020,2004018
313013,2004045,2003303
313014,2004045,2004078
313015,2004045,2003303
313016,2004045,2003303
313017,2004045,.
313018,2004045,2003303
313019,2004045,.
313020,2004045,2003303
313021,2004045,.
313022,2004045,2004022
313023,2004045,2003303
313024,2003299,.
313025,2003299,.
313026,2003299,2004028
313027,2003299,2003021
313028,2003299,.
313029,2003299,2004074
313030,2003299,2004028
313031,2003299,.
313032,2003299,2004028
313033,2003299,.
313034,2003299,2004028
313035,2004074,2004048
313036,2004074,2003098
313037,2004074,.
313038,2004074,.
313039,2004074,2003098
313040,2004074,.
313041,2004074,.
313042,2004074,2003098
313043,2004074,.
313044,2004074,.
313045,2003303,.
313046,2003303,2004016
313047,2003303,.
313048,2003303,.
313049,2003303,2003021
313050,2003303,2004028
313051,2003303,2004028
313052,2003303,2004028
313053,2003303,.
313054,2003303,2004028
313055,2003303,.
313056,2003303,2004028
313057,2003150,2004032
313058,2003150,2004032
313059,2003150,2004032
313060,2003150,2004032
313061,2003150,2004032
313062,2003150,2004032
313063,2003150,2004032
313064,2003150,2004032
313065,2003150,2004032
313066,2003150,2004032
313067,2003150,2004032
313068,2003371,2004018
313069,2003371,2004018
313070,2003371,2004018
313071,2003371,2004018
313072,2003371,2004018
313073,2003371,2004018
313074,2003371,2004018
313075,2003371,2004018
313076,2003371,2004018
313077,2003371,2004018
313078,2003371,2004018
313079,2003371,2004018
313080,2003259,2004002
313081,2003259,2004002
313082,2003259,2004002
313083,2003259,2004002
313084,2003259,2004002
313085,2003259,2004002
313086,2003259,2004002
313087,2003259,2004002
313088,2003259,2004002
313089,2003259,2004002
313090,2003259,2004002
313091,2003101,2004020
313092,2003101,.
313093,2003101,.
313094,2003101,.
313095,2003101,2004048
313096,2003101,2004020
313097,2003101,.
313098,2003101,2004020
313099,2003101,2004020
313100,2003101,2004020
313101,2003101,2004020
313102,2003047,2004013
313103,2003047,2004013
313104,2003047,2004013
313105,2003047,2004013
313106,2003047,2004013
313107,2003047,2004013
313108,2003047,.
313109,2003047,2004013
313110,2003047,2004013
313111,2003047,2004013
313112,2003047,.
313113,2003047,2004013
313114,2003161,2004028
313115,2003161,2004028
313116,2003161,2004028
313117,2003161,2004028
313118,2003161,2004028
313119,2003161,2004028
313120,2003259,2004035
313121,2003259,2004035
313122,2003259,2004035
313123,2003259,2004035
313124,2003259,2004035
313125,2003259,2004035
313126,2003259,2004035
313127,2003259,2004035
313128,2003259,2004035
313129,2003259,2004035
313130,2003259,2004035
313131,2003259,2004035
313132,2004070,.
313133,2004070,2004070
313134,2004070,.
313135,2004070,2003363
313136,2004070,2003204
313137,2004070,2003363
313138,2004070,.
313139,2004070,2004045
313140,2004070,2004048
313141,2004070,.
313142,2004070,2003164
313143,2004070,.
313144,2003217,2004048
313145,2003217,2004018
313146,2003217,.
313147,2003217,2004048
313148,2003217,2004048
313149,2003217,.
313150,2003217,2004048
313151,2003161,2004028
313152,2003217,2003072
313153,2003217,2004048
313154,2003217,.
313155,2003371,2004046
313156,2003371,2004046
313157,2003371,2004046
313158,2003371,2004046
313159,2003371,2004046
313160,2003371,2004046
313161,2003371,2004046
313162,2003371,2004046
313163,2003371,2004046
313164,2003371,2004046
313165,2003371,2004046
313166,2003369,2003186
313167,2003369,2004010
313168,2003369,2004010
313169,2003369,.
313170,2003369,.
313171,2003369,.
313172,2003369,2004078
313173,2003369,.
313174,2003369,2004010
313175,2003369,.
313176,2003369,.
313177,2004002,2003018
313178,2004002,2003018
313179,2004002,.
313180,2004002,.
313181,2004002,2003018
313182,2004002,.
313183,2004002,2003018
313184,2004002,2003018
313185,2004002,.
313186,2004002,2003018
313187,2004002,2003018
313188,2003400,.
313189,2003400,2004078
313190,2003400,2004078
313191,2003400,2004030
313192,2003400,2003299
313193,2003400,2004078
313194,2003400,2004078
313195,2003400,2004078
313196,2003400,2004078
313197,2003400,2004078
313198,2003163,.
313199,2003163,.
313200,2003163,2004033
313201,2003163,.
313202,2003163,.
313203,2003163,2004033
313204,2003163,2003318
313205,2003163,2004033
313206,2003163,2003363
313207,2003163,2004033
313208,2003163,2004033
313209,2003163,.
313210,2003369,2004018
313211,2003369,2004018
313212,2003369,2004018
313213,2003369,.
313214,2003369,2004018
313215,2003369,2004018
313216,2003369,2004018
313217,2003369,2004018
313218,2003369,.
313219,2003369,2004018
313220,2003369,2004018
313221,2003369,2004018
313222,2003232,2003221
313223,2003232,2003221
313224,2003232,2003221
313225,2003232,2003221
313226,2003232,2003221
313227,2003232,2003221
313228,2003232,2003221
313229,2003232,2003221
313230,2003232,2003221
313231,2003232,2003221
313232,2003232,2003221
313233,2003232,2003221
313234,2004023,2003327
313235,2004023,2003327
313236,2004023,2003327
313237,2004023,2003327
313238,2004023,2003327
313239,2004023,2003327
313240,2004023,2003327
313241,2004023,2003327
313242,2004023,2003327
313243,2004023,2003327
313244,2003327,2004018
313245,2003327,2004018
313246,2003327,2004018
313247,2003327,2004018
313248,2003327,2004018
