Tree,Fcln,Mcln
317671,2006143,.
317672,2004002,2003224
317674,2004002,2003224
317675,2004002,2003224
317676,2004002,2003224
317677,2004010,.
317678,2004010,2003150
317679,2004010,2003150
317680,2004010,2003150
317681,2004010,2003150
317682,2004010,2006143
317683,2004010,2003179
317684,2004010,2003150
317685,2004010,2003150
317686,2006143,2004049
317687,2006247,2006143
317688,2004010,2003150
317689,2004010,.
317690,2004010,2003179
317691,2004018,2003217
317692,2004018,2003217
317693,2004018,2003217
317694,2004018,2006143
317695,2004018,2003217
317696,2006143,.
317697,2006230,2006143
317698,2004018,2006143
317699,2006143,.
317700,2006143,.
317701,2004018,2003217
317702,2006143,2004001
317703,2006143,.
317704,2006143,.
317705,2004018,2003299
317706,2004020,2003098
317707,2004020,2003098
317708,2004020,2003098
317709,2004020,2003098
317710,2004020,2003098
317711,2004020,2003098
317712,2004020,2003098
317713,2004020,2003098
317714,2004020,2003098
317715,2004020,2003098
317716,2004020,2003098
317718,2004020,2003098
317719,2004020,2003098
317720,2004020,2003098
317721,2004024,2003072
317722,2004024,2003072
317723,2004024,2003072
317724,2004024,2003072
317726,2004024,2003072
317727,2004024,2003072
317728,2004024,2003072
317729,2004024,2003072
317730,2004024,2003072
317731,2004024,2003072
317732,2004024,2003072
317733,2004024,2003072
317734,2004024,2003072
317735,2004024,2003072
317736,2004028,2003161
317737,2004028,2003161
317738,2004028,2003161
317739,2004028,2003161
317740,2004028,2003161
317741,2004028,2003161
317743,2004028,2003161
317744,2004028,2003161
317745,2004028,2003161
317746,2004028,2003161
317748,2004028,2003161
317751,2006101,2006244
317752,2006101,2006244
317765,2006222,2006132
317767,2006231,2006160
317768,2006231,2006160
317769,2006237,2006143
317770,2006247,2006188
317771,2006130,2006232
317772,2006130,2006221
317773,2006130,2006221
317774,2006143,2006104
317775,2006143,2006104
317776,2006143,2006104
317777,2006143,2006104
317778,2006143,2006104
317779,2006143,2006104
317780,2006157,2006240
317781,2006157,2006240
317782,2006157,2006240
317783,2006157,2006240
317784,2006157,2006240
317786,2006157,2006240
317787,2006157,2006240
317788,2006157,2006232
317789,2006220,2006240
317790,2006227,2006197
317791,2006227,2006143
317792,2006227,2006221
317793,2006227,2006221
317794,2006227,2006221
317795,2006227,2006221
317796,2006232,2006104
317797,2006232,2006104
317798,2006232,2006104
317799,2006232,2006104
317800,2006232,2006104
317801,2006232,2006104
317802,2006240,2006104
317803,2006240,2006104
317804,2006240,2006104
317805,2006240,2006104
317807,2006240,2006104
317808,2006242,2006208
317809,2006242,2006208
317810,2006242,2006143
317811,2006244,2006137
317812,2006244,2006137
317814,2006244,2006137
317815,2006244,2006137
317816,2006244,2006137
317817,2006244,2006137
317818,2006244,2006208
317819,2006131,2006160
317821,2006131,2006160
317822,2006131,2006160
317824,2006131,2006143
317825,2006131,2006143
317826,2006131,2006247
317828,2006131,2006205
317829,2006131,2006205
317830,2006131,2006205
317831,2006212,2006199
317832,2006212,2006199
317833,2006212,.
317834,2006212,2006199
317835,2006212,2006143
317836,2006212,2006226
317837,2006212,2006226
317838,2006212,2006226
317839,2006212,2006226
317840,2006216,2006122
317844,2006222,2006226
317845,2006230,2006143
317846,2006230,2006143
317847,2006231,2006195
317848,2006231,2006195
317849,2006231,2006195
317850,2006231,2006195
317851,2006231,2006195
317852,2006231,2006195
317853,2006231,2006195
317854,2006231,2006195
317857,2006231,2006160
317859,2006231,2006160
317860,2006231,2006160
317862,2006237,2006143
317863,2006237,2006160
317864,2006237,2006160
317865,2006237,2006195
317866,2006237,2006195
317867,2006237,2006195
317868,2006237,2006195
317869,2006237,2006195
317870,2006239,2006132
317871,2006239,2006132
317872,2006239,2006132
317873,2006239,2006132
317874,2006239,2006132
317875,2006239,2006132
317876,2006239,2006132
317877,2006247,2006209
317878,2006247,2006209
317879,2006247,2006209
317880,2006247,2006209
317882,2003299,2006143
317883,2003299,2004028
317884,2004045,2006143
317885,2004010,2006143
317886,2004028,2003161
317887,2006227,2006232
317888,2006227,2006232
317889,2006227,2006232
317891,2006227,2006232
317893,2006131,2006143
317894,2006222,2006132
317895,2006222,2006226
317896,2006130,2006232
317897,2006101,2006244
317898,2006101,2006244
317899,2006111,2006244
317900,2006130,2006232
317901,2006111,2006244
317902,2006111,2006244
317903,2006111,2006244
317904,2006116,2006143
317905,2006116,2006143
317906,2006111,2006244
317907,2006101,2006244
317908,2006111,2006244
317909,2006116,2006143
317910,2006111,2006244
317911,2006101,2006244
317912,2006116,2006143
3180001,2006235,2003016
3180002,2006235,2003016
3180003,2006235,2003016
3180004,2006235,2003016
3180005,2006235,2003016
3180006,2006235,2003016
3180007,2006235,2003016
3180008,2006235,2003016
3180009,2006235,2003016
3180010,2006235,2003016
3180011,2006235,2003016
3180012,2006235,2003016
3180013,2006235,2003016
3180014,2006235,2003016
3180015,2006235,2003016
3180017,2003128,2003146
3180018,2003128,2003146
3180019,2003128,2003146
3180020,2003128,2003146
3180021,2003128,2003146
3180022,2003128,2003146
3180023,2003128,2003146
3180024,2003128,2003146
3180025,2003128,2003146
3180026,2003128,2003146
3180027,2003128,2003146
3180028,2003128,2003146
3180029,2006217,2006219
3180030,2006217,2006219
3180031,2006217,2006219
3180032,2006217,2006219
3180033,2006217,2006219
3180034,2006217,2006219
3180035,2006217,2006219
3180036,2006217,2006219
3180037,2006217,2006219
3180038,2006217,2006219
3180039,2006217,2006219
3180040,2006217,2006219
3180041,2006217,2006219
3180042,2006217,2006219
3180043,2006217,2006219
3180044,2006219,2006223
3180045,2006219,2006223
3180046,2006219,2006223
3180047,2006219,2006223
3180048,2006219,2006223
3180049,2006219,2006223
3180050,2006219,2006223
3180051,2006219,2006223
3180052,2006219,2006223
3180053,2006219,2006223
3180054,2006219,2006223
3180055,2006219,2006223
3180056,2006219,2006223
3180057,2006219,2006223
3180058,2006219,2006223
3180059,2006223,2006224
3180060,2006223,2006224
3180061,2006223,2006224
3180062,2006223,2006224
3180063,2006223,2006224
3180064,2006223,2006224
3180065,2006223,2006224
3180066,2006223,2006224
3180067,2006223,2006224
3180068,2006223,2006224
3180069,2006223,2006224
3180070,2006223,2006224
3180071,2006223,2006224
3180072,2006224,2006229
3180073,2006224,2006229
3180074,2006224,2006229
3180075,2006224,2006229
3180076,2006224,2006229
3180077,2006224,2006229
3180078,2006224,2006229
3180079,2006224,2006229
3180080,2006224,2006229
3180081,2006224,2006229
3180082,2006224,2006229
3180083,2006224,2006229
3180084,2006224,2006229
3180085,2006224,2006229
3180086,2006224,2006229
3180100,2006233,2006234
3180101,2006233,2006234
3180102,2006233,2006234
3180103,2006233,2006234
3180104,2006233,2006234
3180105,2006233,2006234
3180106,2006233,2006234
3180107,2006233,2006234
3180108,2006233,2006234
3180109,2006233,2006234
3180110,2006233,2006234
3180111,2006233,2006234
3180112,2006233,2006234
3180113,2006233,2006234
3180114,2006233,2006234
3180115,2006234,2006235
3180116,2006234,2006235
3180117,2006234,2006235
3180118,2006234,2006235
3180119,2006234,2006235
3180120,2006234,2006235
3180121,2006234,2006235
3180122,2006234,2006235
3180123,2006234,2006235
3180124,2006234,2006235
3180125,2006234,2006235
3180126,2006234,2006235
3180127,2006234,2006235
3180173,2003128,2003153
3180174,2003128,2003153
3180175,2003128,2003153
3180176,2003128,2003153
3180177,2003128,2003153
3180178,2003128,2003153
3180179,2003128,2003153
3180180,2003128,2003153
3180181,2003128,2003153
3180182,2003128,2003153
3180183,2003128,2003153
3180184,2003128,2003153
3180185,2003128,2003153
3180186,2003128,2003153
3180187,2003128,2003153
3180820,2003159,2003164
3180821,2003159,2003164
3180822,2003159,2003164
3180823,2003159,2003164
3180824,2003159,2003164
3180825,2003159,2003164
3180826,2003159,2003164
3180827,2003159,2003164
3180828,2003159,2003164
3180829,2003159,2003164
3180830,2003159,2003164
3180831,2003159,2003164
3180832,2003159,2003164
3180833,2003159,2003164
3180971,2003170,2003164
3180972,2003170,2003164
3180973,2003170,2003164
3180974,2003170,2003164
3180975,2003170,2003164
3180976,2003170,2003164
3180977,2003170,2003164
3180978,2003170,2003164
3180979,2003170,2003164
3180980,2003170,2003164
3180981,2003170,2003164
3180982,2003170,2003164
3180983,2003170,2003164
3180984,2003170,2003164
3181142,2003170,2003178
3181143,2003170,2003178
3181144,2003170,2003178
3181145,2003170,2003178
3181146,2003170,2003178
3181147,2003170,2003178
3181148,2003170,2003178
3181149,2003170,2003178
3181150,2003170,2003178
3181151,2003170,2003178
3181152,2003170,2003178
3181153,2003170,2003178
3181154,2003170,2003178
3181155,2003170,2003178
3181167,2003175,2003179
3181168,2003175,2003179
3181170,2003175,2003179
3181171,2003175,2003179
3181172,2003175,2003179
3181173,2003175,2003179
3181174,2003175,2003179
3181175,2003175,2003179
3181176,2003175,2003179
3181177,2003175,2003179
3181178,2003175,2003179
3181179,2003175,2003179
3181180,2003175,2003179
3181181,2003175,2003179
3181192,2003178,2003179
3181193,2003178,2003179
3181194,2003178,2003179
3181195,2003178,2003179
3181196,2003178,2003179
3181197,2003178,2003179
3181198,2003178,2003179
3181199,2003178,2003179
3181200,2003178,2003179
3181201,2003178,2003179
3181202,2003178,2003179
3181203,2003178,2003179
3181204,2003178,2003179
3181205,2003178,2003179
3181206,2003178,2003179
3181217,2003016,2003029
3181218,2003016,2003029
3181219,2003016,2003029
3181220,2003016,2003029
3181221,2003016,2003029
3181222,2003016,2003029
3181223,2003016,2003029
3181224,2003016,2003029
3181225,2003016,2003029
3181226,2003016,2003029
3181227,2003016,2003029
3181228,2003016,2003029
3181229,2003016,2003029
3181230,2003016,2003029
3181231,2003016,2003029
3181232,2003179,2003188
3181233,2003179,2003188
3181234,2003179,2003188
3181235,2003179,2003188
3181236,2003179,2003188
3181237,2003179,2003188
3181238,2003179,2003188
3181239,2003179,2003188
3181240,2003179,2003188
3181241,2003179,2003188
3181242,2003179,2003188
3181243,2003179,2003188
3181244,2003179,2003188
3181245,2003179,2003188
3181246,2003179,2003188
3181247,2003188,2003193
3181248,2003188,2003193
3181249,2003188,2003193
3181250,2003188,2003193
3181251,2003188,2003193
3181252,2003188,2003193
3181253,2003188,2003193
3181254,2003188,2003193
3181255,2003188,2003193
3181256,2003188,2003193
3181257,2003188,2003193
3181258,2003188,2003193
3181259,2003188,2003193
3181260,2003188,2003193
3181261,2003188,2003193
3181262,2003193,2003195
3181263,2003193,2003195
3181264,2003193,2003195
3181265,2003193,2003195
3181266,2003193,2003195
3181267,2003193,2003195
3181268,2003193,2003195
3181269,2003193,2003195
3181270,2003193,2003195
3181271,2003193,2003195
3181272,2003193,2003195
3181273,2003193,2003195
3181274,2003193,2003195
3181275,2003193,2003195
3181276,2003193,2003195
3181277,2003195,2003204
3181278,2003195,2003204
3181279,2003195,2003204
3181280,2003195,2003204
3181281,2003195,2003204
3181282,2003195,2003204
3181283,2003195,2003204
3181284,2003195,2003204
3181286,2003195,2003204
3181287,2003195,2003204
3181288,2003195,2003204
3181289,2003195,2003204
3181290,2003195,2003204
3181291,2003204,2003218
3181292,2003204,2003218
3181293,2003204,2003218
3181294,2003204,2003218
3181295,2003204,2003218
3181296,2003204,2003218
3181297,2003204,2003218
3181298,2003204,2003218
3181299,2003204,2003218
3181300,2003204,2003218
3181301,2003204,2003218
3181302,2003204,2003218
3181303,2003204,2003218
3181304,2003204,2003218
3181305,2003204,2003218
3181306,2003204,2003219
3181307,2003204,2003219
3181308,2003204,2003219
3181309,2003204,2003219
3181310,2003204,2003219
3181311,2003204,2003219
3181312,2003204,2003219
3181313,2003204,2003219
3181314,2003204,2003219
3181315,2003204,2003219
3181316,2003204,2003219
3181317,2003204,2003219
3181318,2003204,2003219
3181319,2003204,2003219
3181320,2003219,2003248
3181321,2003219,2003248
3181322,2003219,2003248
3181323,2003219,2003248
3181324,2003219,2003248
3181325,2003219,2003248
3181326,2003219,2003248
3181327,2003219,2003248
3181328,2003219,2003248
3181329,2003219,2003248
3181330,2003219,2003248
3181331,2003219,2003248
3181332,2003219,2003248
3181333,2003219,2003248
3181334,2003219,2003248
3181335,2003248,2003249
3181336,2003248,2003249
3181337,2003248,2003249
3181338,2003248,2003249
3181339,2003248,2003249
3181340,2003248,2003249
3181341,2003248,2003249
3181342,2003248,2003249
3181343,2003248,2003249
3181344,2003248,2003249
3181345,2003248,2003249
3181347,2003249,2003276
3181349,2003249,2003276
3181350,2003249,2003276
3181351,2003249,2003276
3181353,2003325,2003276
3181354,2003325,2003276
3181355,2003325,2003276
3181356,2003325,2003276
3181357,2003325,2003276
3181358,2003325,2003276
3181359,2003325,2003276
3181360,2003325,2003276
3181361,2003325,2003276
3181362,2003325,2003276
3181363,2003325,2003276
3181364,2003325,2003276
3181365,2003325,2003276
3181366,2003325,2003276
3181367,2003325,2003276
3181383,2003326,2003380
3181384,2003326,2003380
3181385,2003326,2003380
3181386,2003326,2003380
3181387,2003326,2003380
3181388,2003326,2003380
3181389,2003326,2003380
3181390,2003326,2003380
3181391,2003326,2003380
3181392,2003326,2003380
3181393,2003326,2003380
3181394,2003326,2003380
3181395,2003326,2003380
3181396,2003326,2003380
3181397,2003326,2003380
3181398,2003388,2003380
3181399,2003388,2003380
3181400,2003388,2003380
3181401,2003388,2003380
3181402,2003388,2003380
3181403,2003388,2003380
3181404,2003388,2003380
3181405,2003388,2003380
3181406,2003388,2003380
3181407,2003388,2003380
3181408,2003388,2003380
3181409,2003388,2003380
3181410,2003388,2004001
3181411,2003388,2004001
3181412,2003388,2004001
3181413,2003388,2004001
3181414,2003388,2004001
3181415,2003388,2004001
3181416,2003388,2004001
3181417,2003388,2004001
3181418,2003388,2004001
3181419,2003388,2004001
3181420,2003388,2004001
3181421,2003388,2004001
3181422,2003388,2004001
3181438,2004004,2004007
3181439,2004004,2004007
3181440,2004004,2004007
3181441,2004004,2004007
3181442,2004004,2004007
3181443,2004004,2004007
3181444,2004004,2004007
3181445,2004004,2004007
3181446,2004004,2004007
3181447,2004004,2004007
3181448,2004004,2004007
3181449,2004004,2004007
3181450,2004004,2004007
3181451,2004004,2004007
3181452,2004004,2004007
3181453,2004007,2004009
3181454,2004007,2004009
3181455,2004007,2004009
3181456,2004007,2004009
3181457,2004007,2004009
3181458,2004007,2004009
3181459,2004007,2004009
3181460,2004007,2004009
3181461,2004007,2004009
3181462,2004007,2004009
3181463,2004007,2004009
3181464,2004007,2004009
3181465,2004007,2004009
3181466,2004007,2004009
3181467,2004007,2004009
3181468,2004009,2004012
3181469,2004009,2004012
3181470,2004009,2004012
3181471,2004009,2004012
3181472,2004009,2004012
3181473,2004009,2004012
3181474,2004009,2004012
3181475,2004009,2004012
3181476,2004009,2004012
3181477,2004009,2004012
3181478,2004009,2004012
3181479,2004009,2004012
3181480,2004009,2004012
3181481,2004009,2004012
3181482,2004012,2004017
3181483,2004012,2004017
3181484,2004012,2004017
3181485,2004012,2004017
3181486,2004012,2004017
3181487,2004012,2004017
3181488,2004012,2004017
3181489,2004012,2004017
3181490,2004012,2004017
3181491,2004012,2004017
3181492,2004012,2004017
3181493,2004012,2004017
3181494,2004012,2004017
3181495,2004012,2004017
3181496,2004012,2004017
3181497,2004017,2004019
3181498,2004017,2004019
3181499,2004017,2004019
3181500,2004017,2004019
3181501,2004017,2004019
3181502,2004017,2004019
3181503,2004017,2004019
3181504,2004017,2004019
3181505,2004017,2004019
3181506,2004017,2004019
3181507,2004017,2004019
3181508,2004017,2004019
3181509,2004017,2004019
3181510,2004017,2004019
3181511,2004017,2004019
3181525,2003033,2003053
3181526,2003033,2003053
3181527,2003033,2003053
3181528,2003033,2003053
3181529,2003033,2003053
3181530,2003033,2003053
3181531,2003033,2003053
3181532,2003033,2003053
3181533,2003033,2003053
3181534,2003033,2003053
3181535,2003033,2003053
3181536,2003033,2003053
3181537,2003033,2003053
3181538,2003033,2003029
3181539,2003033,2003053
3181556,2004030,2004031
3181557,2004030,2004031
3181558,2004030,2004031
3181559,2004030,2004031
3181560,2004030,2004031
3181561,2004030,2004031
3181562,2004030,2004031
3181563,2004030,2004031
3181564,2004030,2004031
3181565,2004030,2004031
3181566,2004030,2004031
3181567,2004030,2004031
3181568,2004030,2004031
3181569,2004030,2004031
3181598,2004037,2004042
3181599,2004037,2004042
3181600,2004037,2004042
3181601,2004037,2004042
3181602,2004037,2004042
3181603,2004037,2004042
3181604,2004037,2004042
3181605,2004037,2004042
3181606,2004037,2004042
3181607,2004037,2004042
3181608,2004037,2004042
3181609,2004037,2004042
3181610,2004037,2004042
3181611,2004037,2004042
3181612,2004042,2004047
3181613,2004042,2004047
3181614,2004042,2004047
3181615,2004042,2004047
3181616,2004042,2004047
3181617,2004042,2004047
3181618,2004042,2004047
3181619,2004042,2004047
3181620,2004042,2004047
3181621,2004042,2004047
3181622,2004042,2004047
3181623,2004042,2004047
3181624,2004042,2004047
3181625,2004042,2004047
3181626,2004042,2004047
3181627,2004047,2004049
3181628,2004047,2004049
3181629,2004047,2004049
3181630,2004047,2004049
3181631,2004047,2004049
3181632,2004047,2004049
3181633,2004047,2004049
3181634,2004047,2004049
3181635,2004047,2004049
3181636,2004047,2004049
3181637,2004047,2004049
3181639,2004047,2004049
3181640,2004047,2004049
3181641,2004047,2004049
3181642,2004049,2004052
3181643,2004049,2004052
3181644,2004049,2004052
3181645,2004049,2004052
3181646,2004049,2004052
3181647,2004049,2004052
3181648,2004049,2004052
3181649,2004049,2004052
3181650,2004049,2004052
3181651,2004049,2004052
3181652,2004049,2004052
3181653,2004049,2004052
3181654,2004049,2004052
3181655,2004049,2004052
3181656,2004049,2004052
3181657,2004052,2004053
3181658,2004052,2004053
3181659,2004052,2004053
3181660,2004052,2004053
3181661,2004052,2004053
3181662,2004052,2004053
3181663,2004052,2004053
3181664,2004052,2004053
3181665,2004052,2004053
3181666,2004052,2004053
3181667,2004052,2004053
3181668,2004052,2004053
3181669,2004052,2004053
3181670,2004055,2004053
3181671,2004055,2004053
3181672,2004055,2004053
3181673,2004055,2004053
3181674,2004055,2004053
3181675,2004055,2004053
3181676,2004055,2004053
3181678,2004055,2004053
3181679,2004055,2004053
3181680,2004055,2004053
3181681,2004055,2004053
3181682,2004055,2004053
3181683,2004055,2004053
3181684,2004055,2004053
3181686,2003053,2003080
3181687,2003053,2003080
3181688,2003053,2003080
3181689,2003053,2003080
3181690,2003053,2003080
3181691,2003053,2003080
3181692,2003053,2003080
3181693,2003053,2003080
3181694,2003053,2003080
3181695,2003053,2003080
3181696,2003053,2003080
3181697,2003053,2003080
3181698,2003053,2003080
3181699,2003053,2003080
3181700,2004053,2004060
3181701,2004053,2004060
3181702,2004053,2004060
3181703,2004053,2004060
3181704,2004053,2004060
3181705,2004053,2004060
3181706,2004053,2004060
3181707,2004053,2004060
3181709,2004053,2004060
3181710,2004053,2004060
3181711,2004053,2004060
3181713,2004053,2004060
3181715,2004060,2004067
3181716,2004060,2004067
3181717,2004060,2004067
3181718,2004060,2004067
3181719,2004060,2004067
3181720,2004060,2004067
3181721,2004060,2004067
3181722,2004060,2004067
3181723,2004060,2004067
3181724,2004060,2004067
3181725,2004060,2004067
3181726,2004060,2004067
3181727,2004060,2004067
3181728,2004060,2004067
3181729,2004060,2004067
3181730,2004067,2004068
3181731,2004067,2004068
3181732,2004067,2004068
3181733,2004067,2004068
3181734,2004067,2004068
3181735,2004067,2004068
3181736,2004067,2004068
3181737,2004067,2004068
3181738,2004067,2004068
3181739,2004067,2004068
3181740,2004067,2004068
3181741,2004067,2004068
3181742,2004067,2004068
3181743,2004067,2004068
3181744,2004067,2004068
3181745,2004068,2004069
3181746,2004068,2004069
3181747,2004068,2004069
3181748,2004068,2004069
3181749,2004068,2004069
3181750,2004068,2004069
3181751,2004068,2004069
3181752,2004068,2004069
3181753,2004068,2004069
3181754,2004068,2004069
3181755,2004068,2004069
3181756,2004068,2004069
3181757,2004068,2004069
3181758,2004068,2004069
3181759,2004068,2004069
3181760,2004069,2004072
3181761,2004069,2004072
3181762,2004069,2004072
3181763,2004069,2004072
3181764,2004069,2004072
3181765,2004069,2004072
3181766,2004069,2004072
3181767,2004069,2004072
3181768,2004069,2004072
3181769,2004069,2004072
3181770,2004069,2004072
3181772,2004069,2004072
3181773,2004069,2004072
3181774,2004069,2004072
3181790,2004075,2004076
3181791,2004075,2004076
3181792,2004075,2004076
3181793,2004075,2004076
3181794,2004075,2004076
3181795,2004075,2004076
3181796,2003125,2003123
3181797,2004075,2004076
3181798,2004075,2004076
3181799,2004075,2004076
3181800,2004075,2004076
3181801,2004075,2004076
3181802,2004075,2004076
3181803,2004075,2004076
3181804,2004075,2004076
3181805,2004076,2004080
3181806,2004076,2004080
3181807,2004076,2004080
3181808,2004076,2004080
3181809,2004076,2004080
3181810,2004076,2004080
3181811,2004076,2004080
3181812,2004076,2004080
3181813,2004076,2004080
3181814,2004076,2004080
3181815,2004076,2004080
3181816,2004076,2004080
3181817,2004076,2004080
3181818,2004076,2004080
3181819,2004076,2004080
3181820,2004080,2004081
3181821,2004080,2004081
3181822,2004080,2004081
3181823,2004080,2004081
3181824,2004080,2004081
3181825,2004080,2004081
3181826,2004080,2004081
3181827,2004080,2004081
3181828,2004080,2004081
3181829,2004080,2004081
3181830,2004080,2004081
3181831,2004080,2004081
3181832,2004080,2004081
3181833,2004080,2004081
3181834,2004080,2004081
3181835,2004085,2004081
3181836,2004085,2004081
3181837,2004085,2004081
3181838,2004085,2004081
3181839,2004085,2004081
3181840,2004085,2004081
3181841,2004085,2004081
3181842,2004085,2004081
3181843,2004085,2004081
3181844,2004085,2004081
3181845,2004085,2004081
3181846,2004085,2004081
3181847,2004085,2004081
3181848,2004085,2004081
3181849,2004085,2004081
3181850,2003080,2003083
3181851,2003080,2003083
3181852,2003080,2003083
3181853,2003080,2003083
3181854,2003080,2003083
3181855,2003080,2003083
3181856,2003080,2003083
3181857,2003080,2003083
3181858,2003080,2003083
3181859,2003080,2003083
3181860,2003080,2003083
3181861,2003080,2003083
3181862,2003080,2003083
3181863,2003080,2003083
3181864,2003080,2003083
3181865,2004081,2004083
3181866,2004081,2004083
3181867,2004081,2004083
3181868,2004081,2004083
3181869,2004081,2004083
3181870,2004081,2004083
3181871,2004081,2004083
3181872,2004081,2004083
3181873,2004081,2004083
3181874,2004081,2004083
3181875,2004081,2004083
3181876,2004081,2004083
3181877,2004081,2004083
3181878,2004081,2004083
3181879,2004081,2004083
3181880,2004089,2004090
3181881,2004089,2004090
3181882,2004089,2004090
3181883,2004089,2004090
3181884,2004089,2004090
3181885,2004089,2004090
3181886,2004089,2004090
3181887,2004089,2004090
3181888,2004089,2004090
3181889,2004089,2004090
3181890,2004089,2004090
3181891,2004089,2004090
3181893,2006100,2004090
3181894,2006100,2004090
3181895,2006100,2004090
3181896,2006100,2004090
3181897,2006100,2004090
3181898,2006100,2004090
3181899,2006100,2004090
3181900,2006100,2004090
3181902,2006100,2004090
3181903,2006100,2004090
3181904,2006100,2004090
3181905,2006100,2004090
3181906,2006100,2004090
3181907,2006100,2004090
3181908,2006105,2006108
3181909,2006105,2006108
3181910,2006105,2006108
3181911,2006105,2006108
3181912,2006105,2006108
3181913,2006105,2006108
3181914,2006105,2006108
3181915,2006105,2006108
3181916,2006105,2006108
3181917,2006105,2006108
3181918,2006105,2006108
3181919,2006105,2006108
3181920,2006105,2006108
3181921,2006105,2006108
3181922,2006108,2006115
3181923,2006108,2006115
3181924,2006108,2006115
3181925,2006108,2006115
3181926,2006108,2006115
3181927,2006108,2006115
3181928,2006108,2006115
3181929,2006108,2006115
3181930,2006115,2006117
3181931,2006115,2006117
3181932,2006115,2006117
3181933,2006115,2006117
3181934,2006115,2006117
3181936,2006115,2006117
3181937,2006115,2006117
3181938,2006115,2006117
3181939,2006115,2006117
3181940,2006115,2006117
3181941,2006115,2006117
3181942,2006115,2006117
3181943,2006115,2006117
3181944,2006115,2006117
3181945,2006117,2006118
3181946,2006117,2006118
3181947,2006117,2006118
3181948,2006117,2006118
3181949,2006117,2006118
3181950,2006117,2006118
3181951,2006117,2006118
3181952,2006117,2006118
3181953,2006117,2006118
3181954,2006117,2006118
3181955,2006117,2006118
3181956,2006117,2006118
3181957,2006117,2006118
3181958,2006117,2006118
3181959,2006117,2006118
3181960,2006119,2006118
3181961,2006119,2006118
3181962,2006119,2006118
3181963,2006119,2006118
3181964,2006119,2006118
3181965,2006119,2006118
3181966,2006119,2006118
3181967,2006119,2006118
3181968,2006119,2006118
3181969,2006119,2006118
3181970,2006119,2006118
3181971,2006119,2006118
3181972,2006119,2006118
3181973,2006119,2006118
3181974,2006119,2006118
3181975,2006119,2006124
3181976,2006119,2006124
3181977,2006119,2006124
3181978,2006119,2006124
3181979,2006119,2006124
3181980,2006119,2006124
3181981,2006119,2006124
3181982,2006119,2006124
3181983,2006119,2006124
3181984,2006119,2006124
3181985,2006119,2006124
3181986,2006119,2006124
3181987,2006119,2006124
3181988,2006119,2006124
3181989,2006119,2006124
3181990,2006124,2006134
3181991,2006124,2006134
3181992,2006124,2006134
3181993,2006124,2006143
3181994,2006124,2006143
3181995,2006124,2006134
3181996,2006124,2006143
3181997,2006124,2006134
3181998,2006124,2006143
3181999,2006124,2006143
3182000,2006124,2006143
3182001,2006124,2006134
3182002,2006124,2006134
3182003,2006124,2006134
3182004,2006124,2006134
3182006,2003083,2003123
3182007,2003083,2003123
3182008,2003083,2003123
3182009,2003083,2003123
3182010,2003083,2003123
3182011,2003083,2003123
3182012,2003083,2003123
3182013,2003083,2003123
3182014,2003083,2003123
3182015,2003083,2003123
3182016,2003083,2003123
3182017,2003083,2003123
3182018,2003083,2003123
3182019,2003083,2003123
3182050,2006136,2006139
3182051,2006136,2006139
3182052,2006136,2006139
3182053,2006136,2006139
3182054,2006136,2006139
3182055,2006136,2006139
3182056,2006136,2006139
3182057,2006136,2006139
3182058,2006136,2006139
3182059,2006136,2006139
3182060,2006136,2006139
3182061,2006136,2006139
3182062,2006136,2006139
3182063,2006136,2006139
3182064,2006136,2006139
3182065,2006139,2006141
3182066,2006139,2006141
3182067,2006139,2006141
3182068,2006139,2006141
3182069,2006139,2006141
3182070,2006139,2006141
3182071,2006139,2006141
3182072,2006150,2006146
3182073,2006139,2006141
3182074,2006139,2006141
3182075,2006139,2006141
3182076,2006139,2006141
3182077,2006139,2006141
3182078,2006139,2006141
3182079,2006139,2006141
3182092,2006145,2006146
3182093,2006145,2006146
3182094,2006145,2006146
3182095,2006145,2006146
3182096,2006145,2006146
3182097,2006145,2006146
3182098,2006145,2006146
3182099,2006145,2006146
3182100,2006145,2006146
3182101,2006145,2006146
3182103,2006145,2006146
3182104,2006145,2006146
3182105,2006145,2006146
3182106,2006145,2006146
3182107,2006150,2006146
3182108,2006150,2006146
3182109,2006150,2006146
3182110,2006150,2006146
3182111,2006150,2006146
3182112,2006150,2006146
3182113,2006150,2006146
3182114,2006150,2006146
3182115,2006150,2006146
3182116,2006150,2006146
3182117,2006150,2006146
3182118,2006150,2006146
3182119,2006150,2006146
3182120,2006150,2006146
3182121,2006150,2006146
3182122,2006150,2006152
3182123,2006150,2006152
3182124,2006150,2006152
3182125,2006150,2006152
3182126,2006150,2006152
3182127,2006150,2006152
3182128,2006150,2006152
3182129,2006150,2006152
3182130,2006150,2006152
3182131,2006150,2006152
3182132,2006150,2006152
3182133,2006150,2006152
3182134,2006150,2006152
3182135,2006150,2006152
3182136,2006150,2006152
3182137,2006152,2006154
3182138,2006152,2006154
3182139,2006152,2006154
3182140,2006152,2006154
3182141,2006152,2006154
3182142,2006152,2006154
3182143,2006152,2006154
3182144,2006152,2006154
3182145,2006152,2006154
3182147,2006152,2006154
3182148,2006152,2006154
3182149,2006152,2006154
3182150,2006152,2006154
3182151,2006152,2006154
3182152,2006155,2006154
3182153,2006155,2006154
3182154,2006155,2006154
3182155,2006155,2006154
3182156,2006155,2006154
